accommodation_type,address,category,city,description,detail_content,detail_url,district,email,images,item_id,list_snippet,listing_source_type,name,num_rooms,phone,price_range,source,source_category_code,star_rating,ward,website
Khách sạn,"240 Võ Nguyên Giáp, Sơn Trà, Quận Sơn Trà, Thành phố Đà Nẵng",accommodation,Đà Nẵng,"Tọa lạc tại số 21 đường Võ Nguyên Giáp – TP Đà Nẵng, khách sạn Sea Front sở hữu một trong những vị trí đẹp nhất trên dải bờ biển Mỹ Khê, nơi được tạp chí Forbes bình chọn là một trong 6 bãi biển đẹp nhất thế giới. 4km, 2km, 100m là khoảng cách lần lượt giữa khách sạn chúng tôi đến sân bay quốc tế Đà Nẵng, trung tâm thành phố và những con sóng hiền hòa của bãi biển tưởng chừng trải dài vô tận.","Tọa lạc tại số 21 đường Võ Nguyên Giáp – TP Đà Nẵng, khách sạn Sea Front sở hữu một trong những vị trí đẹp nhất trên dải bờ biển Mỹ Khê, nơi được tạp chí Forbes bình chọn là một trong 6 bãi biển đẹp nhất thế giới. 4km, 2km, 100m là khoảng cách lần lượt giữa khách sạn chúng tôi đến sân bay quốc tế Đà Nẵng, trung tâm thành phố và những con sóng hiền hòa của bãi biển tưởng chừng trải dài vô tận. Bước ra khỏi khách sạn quý khách sẽ có rất nhiều sự lựa chọn về ẩm thực, từ các nhà hàng cao cấp đến các quán ăn bình dân đa dạng các loại hải sản tươi sống hợp túi tiền, hoặc quý khách cũng có thể tản bộ ở công viên biển Đông để ngắm cảnh bình minh thơ mộng với từng đàn chim bồ câu chao liệng. Cũng từ khách sạn, quý khách có thể dễ dàng đến thăm các di sản văn hóa thế giới : thánh địa Mỹ Sơn, phố cổ Hội An hay các danh lam thắng cảnh trên cùng cung đường biển như bán đảo Sơn Trà, chùa Linh Ứng, Ngũ Hành Sơn… Khách sạn Sea Front được đưa vào hoạt động từ tháng 6 năm 2014. Chúng tôi cung cấp 59 phòng nghỉ và và 22 căn hộ cao cấp ( 1 phòng ngủ và 2 phòng ngủ )tiêu chuẩn 3 sao trang thiết bị hiện đại và đầy đủ các tiện nghi sang trọng, cấu trúc không gian thoáng mát, lịch thiệp và rất thoải mái, ấm cúng. Với vị trí thuận lợi, tầm nhìn hướng biển ở tất cả các phòng và chất lượng dịch vụ chuyên nghiệp với tiêu chí không ngừng hoàn thiện, bên cạnh đó là đội ngũ nhân viên thân thiện, phục vụ tận tình, chu đáo. Chúng tôi xin cam kết, Quý khách sẽ là những vị khách hàng hạnh phúc nhất khi trải nghiệm dịch vụ tại Seafront Hotel Đà Nẵng.",https://csdl.vietnamtourism.gov.vn/cslt/?item=5762,Sơn Trà,info@seafronthoteldanang.com,[],5762,"Khách sạn Seafont Khách sạn Địa chỉ: 240 Võ Nguyên Giáp, Sơn Trà, Quận Sơn Trà, Thành phố Đà Nẵng Số phòng: 59 Điện thoại cố định: 0236 3943 768 Email: info@seafronthoteldanang.com Website: www.seafronthotel.vn",Tự đăng ký,Khách Sạn Seafont,59,0236 3943 768,,csdl_vietnamtourism,cslt,5 sao,Sơn Trà,www.seafronthotel.vn
Khách sạn,"305 Nguyễn Văn Thoại, An Hải, Quận Sơn Trà, Thành phố Đà Nẵng",accommodation,Đà Nẵng,"Nằm gần bãi biển Mỹ Khê, thành phố Đà Nẵng với thiết kế hiện đại, thiết bị trang trí sang trọng được lựa chọn cẩn thận. Sông Công Hotel là sự lựa chọn lý tưởng cho kỳ nghỉ tốt nhất cho quý khách khi du lịch, giải trí và nghỉ dưỡng tại Sông Công Hotel với tiêu chuẩn 3 sao.","Nằm gần bãi biển Mỹ Khê, thành phố Đà Nẵng với thiết kế hiện đại, thiết bị trang trí sang trọng được lựa chọn cẩn thận. Sông Công Hotel là sự lựa chọn lý tưởng cho kỳ nghỉ tốt nhất cho quý khách khi du lịch, giải trí và nghỉ dưỡng tại Sông Công Hotel với tiêu chuẩn 3 sao. VỊ TRÍ: Khách sạn tọa lạc tại một trong những khu du lịch sầm uất nhất với nhiều dịch vụ hỗ trợ và giải trí như nhà hàng, quầy bar, trung tâm mua sắm, cũng rất dễ dàng di chuyển từ khách sạn đến sân bay, nhà ga và các địa điểm du lịch khác: - Bãi Biển Mỹ Khê: 100m. - Cầu Trần Thị Lý: 500m. - Bảo tàng Chăm: 800m. - Cầu Rồng: 900m. - Núi Ngũ Hành Sơn: 3km. - Bán đảo Sơn Trà: 5km. - Chùa Linh Ứng: 8km. - Thành phố cổ Hội An: 22km. - Bà Nà Hill: 20km. - Thánh địa Mỹ Sơn: 40km. CƠ SỞ VÀ DỊCH VỤ KHÁCH SẠN -Dịch vụ phục vụ tại phòng. -Cho thuê xe/ Quầy lưu niệm. -Trung tâm kinh doanh dịch vụ. -Phòng hội nghị, phòng họp. -Truy cập Internet băng thông rộng, wifi. -Dịch vụ giặt là, giặt khô. -Toàn bộ hệ thống camera quan sát. -Bác sĩ theo yêu 24/24. -Bãi đậu xe tại tầng hầm. -Phương tiện vận chuyển đời mới. -Đổi ngoại tệ/ Nhận thanh toán tất cả các loại thẻ tín dụng. TIỆN NGHI PHÒNG Ở: -Ban công nhìn toàn cảnh. -Hệ thống điều hòa đời mới. -Hệ thống điện thoại IDD / DDD. -Phòng không hút thuốc. -Hệ thống báo cháy. -Bình nước nóng, trà và cà phê mỗi ngày. -Truyền hình cáp / Truyền hình vệ tinh. -Két sắt trong phòng. -Kết nối Internet tốc độ cao-miễn phí (Wifi). -Phòng không hút thuốc. -Mini Bar / bàn làm việc lớn/ Đèn ngủ, ổ Cắm, két sắt trong phòng. -Tiện nghi trong phòng tắm đầy đủ DỊCH VỤ ĂN UỐNG: -Nhà hàng trang nhã, ấm cúng tại tầng 1 của khách sạn là nơi tuyệt vời để nhâm nhi trà, cà fê, các món đồ uống thượng hạng hay thưởng thức bữa trưa, tối với các món ăn Âu, Á, Việt. Thực đơn đa dạng trọn gói từ 100.000VNĐ/ Khách, tiệc Buffet từ 200.000đồng/ khách. -Thời gian phục vụ: Từ 6:00 A.M đến 21:30 P.M. DỊCH VỤ HỘI NGHỊ, HỘI THẢO SÔNG CÔNG Trung tâm hội nghị Sông Công hotel tại tầng 15, khách sạn Sông Công với cảnh quan tuyệt vời bao quát toàn cảnh bãi biển Mỹ Khê và dòng sông Hàn nên thơ có sức chứa từ 50 đến 200 khách. Hệ thống trang thiết bị âm thanh, ánh sáng hiện đại, sự phục vụ chu đáo, nhiệt tình chắc chắn sẽ mang lại thành công cho những sự kiện hay hội nghị quan trọng của quý khách. Bên cạnh đó chúng tôi còn cung cấp các dịch vụ: Tổ chức tiệc sinh nhật, tiệc Gala Dinner, Buffet.v.v.",https://csdl.vietnamtourism.gov.vn/cslt/?item=5764,Sơn Trà,info@songconghoteldanang.com,[],5764,"Khách sạn Sông Công Đà Nẵng Khách sạn Địa chỉ: 305 Nguyễn Văn Thoại , An Hải, Quận Sơn Trà, Thành phố Đà Nẵng Điện thoại cố định: 0236 6268 866 Fax: 0236 6268 867 Email: info@songconghoteldanang.com Website: www.songconghoteldanang.com",Tự đăng ký,Khách Sạn Sông Công Đà Nẵng,,0236 6268 866 Fax: 0236 6268 867,,csdl_vietnamtourism,cslt,5 sao,Sơn Trà,www.songconghoteldanang.com
Khách sạn,"42 Loseby, Quận Sơn Trà, Thành phố Đà Nẵng",accommodation,Đà Nẵng,"Tọa lạc trên một vị trí lý tưởng,bên cạnh bãi biển Mỹ Khê xinh đẹp, nơi được tạp chí Forbes bình chọn là 01 trong 06 bãi biển đẹp nhất hành tinh. Khách sạn ven biển - Star Hotel Đà Nẵng luôn là sự lựa chọn tuyệt vời của Quý khách.","Tọa lạc trên một vị trí lý tưởng,bên cạnh bãi biển Mỹ Khê xinh đẹp, nơi được tạp chí Forbes bình chọn là 01 trong 06 bãi biển đẹp nhất hành tinh. Khách sạn ven biển - Star Hotel Đà Nẵng luôn là sự lựa chọn tuyệt vời của Quý khách. Đến với Star Hotel, Quý khách có đầy đủ không gian tiện lợi để ngắm bán đảo Sơn Trà thơ mộng bên cạnh bãi biển trong xanh, rực ánh nắng vàng, ngắm cảnh toàn thành phố Đà Nẵng, ngắm cầu quay Sông Hàn xinh đẹp, cầu Thuận Phước lấp lánh dưới ánh đèn màn đêm huyền ảo. Khách sạn biển Star Hotel khai trương vào tháng 4 năm 2012, với kiến trúc độc đáo, được thiết kế theo tiêu chuẩn 3 sao, bao gồm 12 tầng - 56 phòng cùng những trang thiết bị hiện đại, sang trọng và ấm cúng sẽ đáp ứng được mọi nhu cầu của Quý khách. Với đội ngũ nhân viên chuyên nghiệp,năng động và nhiệt tình, Star Hotel tự tin sẽ mang đến cho Quý khách những dịch vụ tốt nhất, luôn đem dến sự hài lòng, cảm giác thư giãn thoải mái thật sự như ngôi nhà tiện nghi và hạnh phúc của Qúy khách. Chỉ mất khoảng bảy phút ô tô để đi từ sân bay Quốc tế Đà Nẵng, Nhà ga hay Trung tâm thương mại, Star Hotel là điểm đến vô cùng thuận lợi dành cho Quý khách. Tại đây, chỉ vài phút bách bộ Quý khách sẽ được hòa mình vào vẻ đẹp của thiên nhiên sơn thủy hữu tình với bờ cát trắng mịn màng, những làn nước trong xanh như được ôm ấp bởi ngọn núi Sơn Trà.",https://csdl.vietnamtourism.gov.vn/cslt/?item=5765,Sơn Trà,sales@danangstarhotel.com.vn,[],5765,"Khách sạn Star Khách sạn Địa chỉ: 42 Loseby, Quận Sơn Trà, Thành phố Đà Nẵng Số phòng: 56 Điện thoại cố định: 0236 3984 777 Fax: 0236 3984 772 Email: sales@danangstarhotel.com.vn Website: www.danangstarhotel.vn",Tự đăng ký,Khách Sạn Star,56,0236 3984 777 Fax: 0236 3984 772,,csdl_vietnamtourism,cslt,5 sao,Sơn Trà,www.danangstarhotel.vn
Khách sạn,"120 Nguyễn Văn Thoại, An Hải, Quận Sơn Trà, Thành phố Đà Nẵng",accommodation,Đà Nẵng,"Risemount Premier Resort Đà Nẵng tọa lạc trên đường Nguyễn Văn Thoại thuộc phường Mỹ An, quận Ngũ Hành Sơn. Khu nghỉ dưỡng cách sân bay quốc tế Đà Nẵng khoảng 3 km, cách ga Đà Nẵng khoảng 3,4 km và tầm 25 km để đến Phố cổ Hội An.","Risemount Premier Resort Đà Nẵng tọa lạc trên đường Nguyễn Văn Thoại thuộc phường Mỹ An, quận Ngũ Hành Sơn. Khu nghỉ dưỡng cách sân bay quốc tế Đà Nẵng khoảng 3 km, cách ga Đà Nẵng khoảng 3,4 km và tầm 25 km để đến Phố cổ Hội An. Resort đi vào hoạt động năm 2016. Đây là khu nghỉ dưỡng đầu tiên lấy cảm hứng từ nét đẹp quyến rũ của hòn đảo Santorini thuộc Hy Lạp, được thiết kế với những gam màu tươi sáng trong không gian thoáng đãng và chỉ cách biển vài phút đi bộ. Resort có vị trí thuận lợi để vui chơi và di chuyển đến các điểm tham quan, ăn uống nên thường được đối tượng khách gia đình, cặp đôi hay khách công tác lựa chọn.",https://csdl.vietnamtourism.gov.vn/cslt/?item=2016,Sơn Trà,info@risemountresort.com,[],2016,"Risemount Premier Resort Đà Nẵng Khách sạn Địa chỉ: 120 Nguyễn Văn Thoại, An Hải, Quận Sơn Trà, Thành phố Đà Nẵng Số phòng: 103 Điện thoại cố định: 0236 3899 999 Email: info@risemountresort.com Website: www.risemountresort.com",Tự đăng ký,Risemount Premier Resort Đà Nẵng,103,0236 3899 999,,csdl_vietnamtourism,cslt,5 sao,Sơn Trà,www.risemountresort.com
Khách sạn,"152 Võ Nguyên Giáp, An Hải, Quận Sơn Trà, Thành phố Đà Nẵng",accommodation,Đà Nẵng,"Tọa lạc ở vị trí trung tâm đắc địa bậc nhất của thành phố biển Đà Nẵng, khách sạn Sekong Đà Nẵng nằm ven bãi biển Mỹ Khê với dãi cát trắng, những hàng dừa xanh dọc bờ biển xinh đẹp, thơ mộng là điểm dừng chân lý tưởng bậc nhất dành cho du khách khi ghé thăm Đà Nẵng.","Tọa lạc ở vị trí trung tâm đắc địa bậc nhất của thành phố biển Đà Nẵng, khách sạn Sekong Đà Nẵng nằm ven bãi biển Mỹ Khê với dãi cát trắng, những hàng dừa xanh dọc bờ biển xinh đẹp, thơ mộng là điểm dừng chân lý tưởng bậc nhất dành cho du khách khi ghé thăm Đà Nẵng. Khách sạn Sekong Đà Nẵng được hoàn thiện đưa vào hoạt động 6/ 2016, đạt tiêu chuẩn quốc tế 3 sao+, hệ thống gồm 12 tầng, 88 phòng ngủ, với nội thất & trang thiết bị hiện đại, tiện nghi sang trọng, thanh lịch, bố cục trang trí hài hòa theo phong cách kiến trúc Á – Âu. Hệ thống phòng hội nghị: nằm trên tầng 12 của khách sạn, được trang bị đầy đủ các trang thiết bị hiện đại, sang trọng, tiện nghi, với sức chứa 120 khách, là nơi lý tuởng để tổ chức các cuộc họp, hội thảo, hội nghị khách hàng... Hệ thống nhà hàng – Cafe-Bar: nằm trên tầng lửng và tầng 12, nơi có tầm nhìn đẹp, rộng rãi, tháng mát. Tại tầng 12 quý khách có thể thư giãn và ngắm nhìn khung cảnh nên thơ của biển Mỹ Khê Đà Nẵng lúc bình minh lên cũng như khi hoàng hôn buông xuống. Với sức chứa 200 khách, không gian ấm cúng, yên tĩnh, trang trọng, nơi đây quý khách được đội ngũ nhân viên chuyên nghiệp hiếu khách của khách sạn phục vụ Buffet sáng hàng ngày, buổi trưa và tối với các món ăn truyền thống Việt Nam và các món ăn Á – Âu. Để làm phong phú thêm kỳ nghỉ của Quý Khách, các chương trình thăm quan, khám phá thành phố và các danh thắng không thể bỏ qua được thiết kế phù hợp cho các khách muốn được tự mình trải nghiệm. Việc khám phá Bán đảo Sơn Trà qua tuyến đường ven biển quanh co, hùng vĩ hoặc Ngũ Hành Sơn bằng xe đạp cũng sẽ là lựa chọn tuyệt vời cho Quý Khách. Cùng với sứ mệnh góp phần nâng tầm chất lượng dịch vụ lưu trú trên địa bàn Đà Nẵng - Miền Trung, khách sạn Sekong luôn hướng mục tiêu trở thành khách sạn được yêu thích nhất tại Đà Nẵng.",https://csdl.vietnamtourism.gov.vn/cslt/?item=5789,Sơn Trà,info@sekonghoteldanang.com,[],5789,"Khách sạn Sekong Khách sạn Địa chỉ: 152 Võ Nguyên Giáp, An Hải, Quận Sơn Trà, Thành phố Đà Nẵng Số phòng: 88 Điện thoại cố định: 0236 3913 636/ 3913 366 Fax: 0236 3913 739 Email: info@sekonghoteldanang.com Website: www.sekonghoteldanang.com",Tự đăng ký,Khách Sạn Sekong,88,0236 3913 636/ 3913 366 Fax: 0236 3913 739,,csdl_vietnamtourism,cslt,5 sao,Sơn Trà,www.sekonghoteldanang.com
Khách sạn,"Z72-Z77 Trần Hưng Đạo, Sơn Trà, Quận Sơn Trà, Thành phố Đà Nẵng",accommodation,Đà Nẵng,"Khách sạn Seventeen Saloon được chính thức đưa vào hoạt động tháng 9 năm 2012, khách sạn đạt tiêu chuẩn 3 sao gồm 66 phòng nghỉ tiện nghi với các trang thiết bị hiện đại sang trọng, nhà hàng, phòng hội thảo, dịch vụ giải trí Bar Seventeen Saloon, tất cả đều theo phong cách Cowboy của miền viễn tây nước Mỹ, cùng với dịch vụ cho thuê xe đáp ứng nhu cầu tham quan hoặc công tác của du khách.","Khách sạn Seventeen Saloon được chính thức đưa vào hoạt động tháng 9 năm 2012, khách sạn đạt tiêu chuẩn 3 sao gồm 66 phòng nghỉ tiện nghi với các trang thiết bị hiện đại sang trọng, nhà hàng, phòng hội thảo, dịch vụ giải trí Bar Seventeen Saloon, tất cả đều theo phong cách Cowboy của miền viễn tây nước Mỹ, cùng với dịch vụ cho thuê xe đáp ứng nhu cầu tham quan hoặc công tác của du khách. Với đội ngũ nhân viên phục vụ chuyên nghiệp, được đào tạo tại các khách sạn và resort 5 sao, với phương châm đặt sự hài lòng của khách hàng lên trên hết chắc chắn Quý khách sẽ có những ngày đáng nhớ và thoải mái khi lưu trú tại khách sạn. Khách sạn Seventeen Saloon có nhà hàng phục vụ khách những món ăn Âu, Á cùng bar Seventeen Saloon sẽ mang đến cho Quý khách những giây phút thoải mái. Giải trí tại đây Quý khách có thể tận hưởng những giây phút thư giãn thật thoải mái và cảm nhận một không gian giải trí chỉ có tại Seventeen Saloon ngay bên cạnh của Khách sạn với dòng nhạc Rock &Roll, Latin, Pop ... do các ban nhạc Philippine thể hiện. Ngoài ra, khách sạn có phòng hội thảo tiện nghi với đầy đủ các trang thiết bị hỗ trợ và đội ngũ nhân viên phục vụ có kỹ năng, kinh nghiệm phục vụ sẽ mang đến cho buổi hội thảo của Quý khách sự thành công và hài lòng.",https://csdl.vietnamtourism.gov.vn/cslt/?item=5763,Sơn Trà,infohotel@17saloon.vn,[],5763,"Khách sạn Seventeen Saloon Khách sạn Địa chỉ: Z72-Z77 Trần Hưng Đạo , Sơn Trà, Quận Sơn Trà, Thành phố Đà Nẵng Số phòng: 66 Điện thoại cố định: 0236 3917 917 Điện thoại di động: 099 301 70 17 Email: infohotel@17saloon.vn Website: http://17saloon.vn",Tự đăng ký,Khách Sạn Seventeen Saloon,66,0236 3917 917 | 099 301 70 17,,csdl_vietnamtourism,cslt,5 sao,Sơn Trà,http://17saloon.vn
Khách sạn,"198 Đống Đa, Quận Hải Châu, Thành phố Đà Nẵng",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=6954,Hải Châu,,[],6954,"Khách Sạn An Sơn Khách sạn Địa chỉ: 198 Đống Đa, Quận Hải Châu, Thành phố Đà Nẵng Giá: 200.000 Điện thoại di động: 091 402 33 56 Website: http://hotelansondanang.com/index.html",Tự đăng ký,Khách Sạn An Sơn,,091 402 33 56,200.000,csdl_vietnamtourism,cslt,5 sao,Hải Châu,http://hotelansondanang.com/index.html
Khách sạn,"115 Hồ Nghinh, An Hải, Quận Sơn Trà, Thành phố Đà Nẵng",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5374,Sơn Trà,info@maiboutiquehotel.com,[],5374,"Khách sạn Mai Khách sạn Địa chỉ: 115 Hồ Nghinh, An Hải, Quận Sơn Trà, Thành phố Đà Nẵng Giá: 700.000 - 1.500.000 Điện thoại cố định: 0236 3937 678 Email: info@maiboutiquehotel.com Website: http://maiboutiquehotel.com/",Tự đăng ký,Khách Sạn Mai,,0236 3937 678,700.000 - 1.500.000,csdl_vietnamtourism,cslt,5 sao,Sơn Trà,http://maiboutiquehotel.com/
Khách sạn,"06 Phan Bội Châu, Hội An Đông, Thành phố Hội An, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=3477,Hội An,tohuonghoian@vnn.vn,[],3477,"Khách sạn Hà An Khách sạn Địa chỉ: 06 Phan Bội Châu, Hội An Đông, Thành phố Hội An, Quảng Nam Số phòng: 26 Giá: 1.400.000 - 2.600.000 Điện thoại cố định: 0235 3863 126 Email: tohuonghoian@vnn.vn Website: http://www.haanhotel.com",Tự đăng ký,Khách Sạn Hà An,26,0235 3863 126,1.400.000 - 2.600.000,csdl_vietnamtourism,cslt,5 sao,Hội An,http://www.haanhotel.com
Khách sạn,"39 Trần Cao Vân, Thành phố Hội An, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=3481,Hội An,reception@hoiandreamcityhotel.com,[],3481,"Khách sạn The Dream City Khách sạn Địa chỉ: 39 Trần Cao Vân, Thành phố Hội An, Quảng Nam Số phòng: 28 Điện thoại cố định: 0235 3916 757 Email: reception@hoiandreamcityhotel.com Website: https://www.hoiandreamcityhotel.com",Tự đăng ký,Khách Sạn The Dream City,28,0235 3916 757,,csdl_vietnamtourism,cslt,5 sao,Hội An,https://www.hoiandreamcityhotel.com
Khách sạn,"500 Hai Bà Trưng, Hội An Tây, Thành phố Hội An, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=3483,Hội An,jadehotelhoian@gmail.com,[],3483,"Khách sạn Jade Khách sạn Địa chỉ: 500 Hai Bà Trưng, Hội An Tây, Thành phố Hội An, Quảng Nam Số phòng: 24 Điện thoại cố định: 0235 3921 921 Email: jadehotelhoian@gmail.com Website: http://www.jadehotelhoian.com",Tự đăng ký,Khách Sạn Jade,24,0235 3921 921,,csdl_vietnamtourism,cslt,5 sao,Hội An,http://www.jadehotelhoian.com
Khách sạn,"34 Trương Chí Cương, Thành phố Tam Kỳ, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=3487,Tam Kỳ,vinhkhanhminerals@yahoo.com,[],3487,"Khách sạn Vĩnh Khánh Khách sạn Địa chỉ: 34 Trương Chí Cương, Thành phố Tam Kỳ, Quảng Nam Số phòng: 20 Điện thoại cố định: 0235 3845 588 Email: vinhkhanhminerals@yahoo.com",Tự đăng ký,Khách Sạn Vĩnh Khánh,20,0235 3845 588,,csdl_vietnamtourism,cslt,5 sao,Tam Kỳ,
Khách sạn,"94 Phạm Văn Đồng, Khâm Đức, Huyện Phước Sơn, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=3507,Phước Sơn,info.lychaugianghotel@gmail.com,[],3507,"Khách sạn Bé Châu Giang Khách sạn Địa chỉ: 94 Phạm Văn Đồng, Khâm Đức, Huyện Phước Sơn, Quảng Nam Số phòng: 60 Điện thoại cố định: 0235 3681 555 Fax: 0235 3681 555 Email: info.lychaugianghotel@gmail.com Website: http://www.bechaugianghotel.com.vn",Tự đăng ký,Khách Sạn Bé Châu Giang,60,0235 3681 555 Fax: 0235 3681 555,,csdl_vietnamtourism,cslt,5 sao,Phước Sơn,http://www.bechaugianghotel.com.vn
Khách sạn,"11 Phan Bội Châu, Bàn Thạch, Thành phố Tam Kỳ, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=3514,Tam Kỳ,mymyhotel@gmail.com,[],3514,"Khách sạn My My Khách sạn Địa chỉ: 11 Phan Bội Châu, Bàn Thạch, Thành phố Tam Kỳ, Quảng Nam Điện thoại cố định: 0235 3813 346 Email: mymyhotel@gmail.com",Tự đăng ký,Khách Sạn My My,,0235 3813 346,,csdl_vietnamtourism,cslt,5 sao,Tam Kỳ,
Khách sạn,"15 Cửa Đại, Thành phố Hội An, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=3518,Hội An,,[],3518,"Khách sạn Cát Biển Khách sạn Địa chỉ: 15 Cửa Đại, Thành phố Hội An, Quảng Nam Số phòng: 36 Điện thoại cố định: 0235 3927 999",Tự đăng ký,Khách Sạn Cát Biển,36,0235 3927 999,,csdl_vietnamtourism,cslt,5 sao,Hội An,
Khách sạn,"61 Nguyễn Phúc Chu, Thành phố Hội An, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=3523,Hội An,sales.riverside@longlifehotel.com,[],3523,"Khách sạn Long Life Riverside Khách sạn Địa chỉ: 61 Nguyễn Phúc Chu, Thành phố Hội An, Quảng Nam Số phòng: 36 Điện thoại cố định: 0235 3911 696 Email: sales.riverside@longlifehotel.com",Tự đăng ký,Khách Sạn Long Life Riverside,36,0235 3911 696,,csdl_vietnamtourism,cslt,5 sao,Hội An,
Khách sạn,"108 Trương Chí Cương, Bàn Thạch, Thành phố Tam Kỳ, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=3538,Tam Kỳ,tramoanhhotel@gmail.com,[],3538,"Khách sạn Trâm Oanh Khách sạn Địa chỉ: 108 Trương Chí Cương, Bàn Thạch, Thành phố Tam Kỳ, Quảng Nam Số phòng: 23 Điện thoại cố định: 0235 3815 686 Email: tramoanhhotel@gmail.com",Tự đăng ký,Khách Sạn Trâm Oanh,23,0235 3815 686,,csdl_vietnamtourism,cslt,5 sao,Tam Kỳ,
Khách sạn,"02 Phan Đình Phùng, Hội An Đông, Thành phố Hội An, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=3544,Hội An,sunshinehoian@gmail.com,[],3544,"Khách sạn Ánh Dương Khách sạn Địa chỉ: 02 Phan Đình Phùng, Hội An Đông, Thành phố Hội An, Quảng Nam Số phòng: 36 Điện thoại cố định: 0235 3937 899 Fax: 0235 3921 899 Email: sunshinehoian@gmail.com Website: http://sunshinehoianhotel.com.vn",Tự đăng ký,Khách Sạn Ánh Dương,36,0235 3937 899 Fax: 0235 3921 899,,csdl_vietnamtourism,cslt,5 sao,Hội An,http://sunshinehoianhotel.com.vn
Khách sạn,"83/09 Nguyễn Duy Hiệu, Hội An Đông, Thành phố Hội An, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=3548,Hội An,concierge.caytre@karmagroup.com,[],3548,"Khách sạn Karma Cây Tre Khách sạn Địa chỉ: 83/09 Nguyễn Duy Hiệu, Hội An Đông, Thành phố Hội An, Quảng Nam Số phòng: 22 Điện thoại cố định: 0235 3937 555 Email: concierge.caytre@karmagroup.com Website: karmagroup.com",Tự đăng ký,Khách Sạn Karma Cây Tre,22,0235 3937 555,,csdl_vietnamtourism,cslt,5 sao,Hội An,karmagroup.com
Khách sạn,"461-463 Hai Bà Trưng, Hội An Đông, Thành phố Hội An, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=3550,Hội An,sales@kimanhoianhotel.com,[],3550,"Khách sạn Kim An Khách sạn Địa chỉ: 461-463 Hai Bà Trưng, Hội An Đông, Thành phố Hội An, Quảng Nam Số phòng: 40 Điện thoại cố định: 0235 3923 430 Email: sales@kimanhoianhotel.com Website: https://kimanhoianhotel.com",Tự đăng ký,Khách Sạn Kim An,40,0235 3923 430,,csdl_vietnamtourism,cslt,5 sao,Hội An,https://kimanhoianhotel.com
Khách sạn,"129 Trần Hưng Đạo, Thành phố Hội An, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=3551,Hội An,salahotel2015@gmail.com,[],3551,"Khách sạn Sala Khách sạn Địa chỉ: 129 Trần Hưng Đạo, Thành phố Hội An, Quảng Nam Số phòng: 35 Điện thoại cố định: 0235 3861 720 Email: salahotel2015@gmail.com",Tự đăng ký,Khách Sạn Sala,35,0235 3861 720,,csdl_vietnamtourism,cslt,5 sao,Hội An,
Khách sạn,"544 Cửa Đại, Hội An Đông, Thành phố Hội An, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=3553,Hội An,reservations@maisonvy.com,[],3553,"Khách sạn Nhà Vy Khách sạn Địa chỉ: 544 Cửa Đại, Hội An Đông, Thành phố Hội An, Quảng Nam Số phòng: 38 Điện thoại cố định: 0235 3862 231 Email: reservations@maisonvy.com",Tự đăng ký,Khách Sạn Nhà Vy,38,0235 3862 231,,csdl_vietnamtourism,cslt,5 sao,Hội An,
Khách sạn,"Khối Xuyên Trung, Thành phố Hội An, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=3554,Hội An,sales@hoianodysseyhotel.com,[],3554,"Khách sạn Odyssey Khách sạn Địa chỉ: Khối Xuyên Trung, Thành phố Hội An, Quảng Nam Số phòng: 24 Điện thoại cố định: 0235 3911 818 Email: sales@hoianodysseyhotel.com Website: http://www.hoianodysseyhotel.com",Tự đăng ký,Khách Sạn Odyssey,24,0235 3911 818,,csdl_vietnamtourism,cslt,5 sao,Hội An,http://www.hoianodysseyhotel.com
